734.249939,-29.347809,38.759521,139.000000,165.000000
715.032959,-54.900833,36.147980,118.000000,199.000000
654.821655,-141.789444,43.702576,41.000000,301.000000
643.863159,-190.568634,32.370209,38.000000,364.000000
649.239075,-209.922974,30.769043,45.000000,387.000000
659.734436,-214.463364,31.461365,56.000000,392.000000
697.152161,-272.723236,27.734680,100.000000,461.000000
694.266052,-288.900970,24.235779,99.000000,480.000000
701.501343,-273.556213,29.027924,104.000000,462.000000
725.613586,-303.533508,19.628601,137.000000,497.000000
757.580688,-305.141205,26.073120,170.000000,500.000000
762.837891,-353.891113,19.089386,179.000000,557.000000
775.795471,-356.816528,16.496490,195.000000,560.000000
777.141357,-350.533600,17.927338,196.000000,553.000000
781.031616,-325.387756,26.807831,197.000000,525.000000
784.221191,-353.847931,20.802856,203.000000,558.000000
770.640137,-368.582031,14.175751,190.000000,573.000000
714.364624,-399.548279,19.650299,123.000000,610.000000
692.676697,-401.587952,24.699371,95.000000,614.000000
683.485229,-393.695190,30.792450,80.000000,607.000000
668.992615,-378.180084,31.686676,63.000000,588.000000
668.992981,-364.985535,25.995087,68.000000,570.000000
668.991516,-346.101501,20.198151,73.000000,546.000000
652.804260,-332.879089,27.843262,49.000000,532.000000
701.076965,-354.354126,22.240753,107.000000,557.000000
689.492676,-344.670349,21.116058,95.000000,545.000000
689.158203,-343.077332,20.639191,95.000000,543.000000
785.753540,-407.653870,16.648071,206.000000,621.000000
797.653015,-416.604614,21.636810,218.000000,635.000000
791.290710,-403.069214,15.161499,213.000000,615.000000
790.666504,-404.465637,15.889984,212.000000,617.000000
762.706299,-437.287109,19.120392,178.000000,657.000000
710.088318,-451.430054,30.472992,110.000000,679.000000
726.488281,-503.297974,37.117126,124.000000,751.000000
710.938110,-498.389496,32.203064,109.000000,739.000000
706.714905,-493.910522,30.983215,105.000000,732.000000
679.675171,-500.746307,44.274811,62.000000,751.000000
675.935303,-500.553101,44.832458,57.000000,751.000000
653.081726,-577.419800,26.950104,45.000000,827.000000
717.857910,-570.059021,33.668945,115.000000,832.000000
719.064209,-554.769592,37.440491,114.000000,817.000000
752.231323,-514.751221,30.337158,159.000000,761.000000
760.952087,-510.294739,31.320374,169.000000,757.000000
798.794067,-476.244263,29.666748,216.000000,715.000000
833.047852,-438.160187,18.120667,261.000000,661.000000
830.230713,-434.972473,16.597504,258.000000,656.000000
836.140564,-412.364594,17.032074,265.000000,629.000000
875.247803,-453.557617,17.690613,312.000000,682.000000
876.872009,-450.474609,17.309784,314.000000,678.000000
918.416199,-432.384399,16.145264,365.000000,657.000000
936.925720,-429.324219,15.938751,388.000000,654.000000
938.663818,-413.279175,10.413208,389.000000,631.000000
912.575989,-386.280396,21.274689,358.000000,602.000000
900.596436,-380.457611,20.632446,343.000000,594.000000
872.853394,-376.457428,17.984467,309.000000,587.000000
870.499817,-372.649170,19.858002,306.000000,583.000000
888.484314,-363.915833,17.697662,328.000000,572.000000
888.509033,-349.354340,17.151154,328.000000,554.000000
886.019165,-344.156281,15.001770,325.000000,547.000000
862.088806,-337.330170,17.969696,296.000000,539.000000
851.719849,-331.804260,21.827026,283.000000,533.000000
860.553040,-298.360596,19.478241,294.000000,492.000000
857.284851,-288.424377,20.111115,290.000000,480.000000
883.836060,-267.808563,23.588593,322.000000,455.000000
885.420959,-263.666656,20.787903,324.000000,450.000000
851.472778,-220.352768,20.915588,283.000000,398.000000
843.126282,-205.265778,21.378754,273.000000,380.000000
860.136719,-209.438309,24.104858,293.000000,384.000000
845.288330,-189.459061,24.833710,275.000000,360.000000
860.212830,-216.175293,24.839081,293.000000,392.000000
858.430115,-212.612030,23.565033,291.000000,388.000000
841.612305,-199.634766,22.511169,271.000000,373.000000
839.383484,-110.456070,39.867401,265.000000,256.000000
842.019897,-102.268127,36.546783,269.000000,248.000000
847.824097,-95.041977,32.048950,277.000000,242.000000
877.184265,-95.708084,34.987732,313.000000,239.000000
863.396545,-115.626541,41.601807,295.000000,260.000000
861.504822,-109.020004,38.394318,293.000000,254.000000
849.364136,-94.708923,31.354340,279.000000,242.000000
835.822449,-121.281479,37.775085,261.000000,271.000000
762.917358,-42.329880,38.097687,173.000000,179.000000
828.466980,-47.368149,30.610016,254.000000,187.000000
808.634033,-46.949661,31.636017,230.000000,187.000000
770.411255,-52.314529,39.772949,181.000000,189.000000
761.277344,-51.893936,39.930603,170.000000,189.000000
947.806885,-56.152435,22.760223,400.000000,196.000000
923.850464,-53.758835,20.121582,370.000000,197.000000
918.368042,-36.496750,17.866974,363.000000,179.000000
923.117554,-29.382996,20.399658,369.000000,168.000000
